,Unnamed: 0,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make and Model,Total_passengers,Fatality_Pecentage,Serious_Inj_Percentage,Minor/NonInj_Percentage
6531,7065,Accident,1983-12-19,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,,Boeing,747200F,No,4.0,Turbo Fan,SCHD,0.0,1.0,0.0,3.0,IMC,Landing,Probable Cause,1983,Boeing-747200F,4.0,0.0,25.0,75.0
6565,7099,Accident,1983-12-25,"PHOENIX, AZ",United States,Non-Fatal,,,Boeing,737200,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,5.0,VMC,Standing,Probable Cause,1983,Boeing-737200,6.0,0.0,16.666666666666664,83.33333333333334
6588,7123,Accident,1983-12-28,"NEW YORK, NY",United States,Non-Fatal,Substantial,,Boeing,727224,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,127.0,IMC,Approach,Probable Cause,1983,Boeing-727224,127.0,0.0,0.0,100.0
6591,7126,Accident,1983-12-29,"NEAR TAMPA, FL",United States,Non-Fatal,,,Boeing,737201,No,2.0,Turbo Fan,SCHD,0.0,1.0,7.0,38.0,VMC,Cruise,Probable Cause,1983,Boeing-737201,46.0,0.0,2.1739130434782608,97.82608695652172
6592,7127,Incident,1983-12-29,"OAKLAND, CA",United States,Incident,Minor,,Boeing,707123B,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,165.0,VMC,Landing,Probable Cause,1983,Boeing-707123B,165.0,0.0,0.0,100.0
6621,7156,Incident,1984-01-01,ATLANTIC OCEAN,ATLANTIC OCEAN,Incident,,,Boeing,747121,No,4.0,Turbo Jet,SCHD,0.0,0.0,1.0,495.0,VMC,Cruise,Probable Cause,1984,Boeing-747121,496.0,0.0,0.0,100.0
6646,7183,Incident,1984-01-05,"SEATTLE, WA",United States,Incident,Minor,,Boeing,B72790C,No,3.0,Turbo Jet,,0.0,0.0,0.0,6.0,IMC,Approach,Probable Cause,1984,Boeing-B72790C,6.0,0.0,0.0,100.0
6657,7194,Incident,1984-01-07,"SEATTLE, WA",United States,Incident,Minor,,Boeing,727223,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,81.0,IMC,Landing,Probable Cause,1984,Boeing-727223,81.0,0.0,0.0,100.0
6720,7259,Incident,1984-01-18,"JAMAICA, NY",United States,Incident,,,Boeing,747230,No,4.0,Turbo Fan,SCHD,0.0,1.0,3.0,3.0,IMC,Takeoff,Probable Cause,1984,Boeing-747230,7.0,0.0,14.285714285714285,85.71428571428571
6731,7270,Incident,1984-01-20,"TAMPA, FL",United States,Incident,Minor,,Boeing,727225A,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,152.0,VMC,Cruise,Probable Cause,1984,Boeing-727225A,152.0,0.0,0.0,100.0
7057,7612,Accident,1984-03-04,"LAMPASAS, TX",United States,Non-Fatal,Minor,,Boeing,727200,No,3.0,Turbo Jet,SCHD,0.0,1.0,3.0,44.0,VMC,Cruise,Probable Cause,1984,Boeing-727200,48.0,0.0,2.083333333333333,97.91666666666666
7091,7648,Incident,1984-03-08,"ERLANGER, KY",United States,Incident,,,Boeing,737200,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,22.0,IMC,Landing,Probable Cause,1984,Boeing-737200,22.0,0.0,0.0,100.0
7109,7667,Incident,1984-03-10,"DFW AIRPORT, TX",United States,Incident,Minor,,Boeing,72723,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,41.0,VMC,Cruise,Probable Cause,1984,Boeing-72723,41.0,0.0,0.0,100.0
7191,7758,Incident,1984-03-20,"KANSAS CITY, MO",United States,Incident,Minor,,Boeing,727224,No,3.0,Turbo Jet,SCHD,0.0,0.0,1.0,77.0,VMC,Taxi,Probable Cause,1984,Boeing-727224,78.0,0.0,0.0,100.0
7203,7771,Incident,1984-03-22,"DENVER, CO",United States,Incident,,,Boeing,727224,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,133.0,VMC,Landing,Probable Cause,1984,Boeing-727224,133.0,0.0,0.0,100.0
7363,7942,Accident,1984-04-13,"SCAGGS ISLAND, CA",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1984,Boeing-A75N1,2.0,0.0,100.0,0.0
7368,7948,Incident,1984-04-14,,Martinique,Incident,Minor,,Boeing,747121,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,263.0,VMC,Climb,Probable Cause,1984,Boeing-747121,263.0,0.0,0.0,100.0
7513,8105,Accident,1984-05-01,"DAYTONA BEACH, FL",United States,Non-Fatal,Substantial,,Boeing,A75L300,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1984,Boeing-A75L300,1.0,0.0,0.0,100.0
7607,8207,Incident,1984-05-11,"LOS ANGELES, CA",United States,Incident,Minor,,Boeing,747,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,1.0,UNK,Takeoff,Probable Cause,1984,Boeing-747,1.0,0.0,0.0,100.0
7664,8265,Accident,1984-05-17,"COVINGTON, KY",United States,Non-Fatal,,,Boeing,727,No,3.0,Turbo Fan,SCHD,0.0,1.0,12.0,125.0,VMC,Cruise,Probable Cause,1984,Boeing-727,138.0,0.0,0.7246376811594203,99.27536231884058
7739,8346,Incident,1984-05-24,"BAHAMAS, Bahamas",Bahamas,Incident,,,Boeing,72735,No,3.0,Turbo Jet,NSCH,0.0,0.0,0.0,125.0,VMC,Standing,Probable Cause,1984,Boeing-72735,125.0,0.0,0.0,100.0
7765,8372,Incident,1984-05-26,"SALT LAKE CITY, UT",United States,Incident,,,Boeing,727200,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,27.0,VMC,Landing,Probable Cause,1984,Boeing-727200,27.0,0.0,0.0,100.0
7832,8447,Accident,1984-05-31,"DENVER, CO",United States,Non-Fatal,Substantial,,Boeing,727222,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,105.0,VMC,Takeoff,Probable Cause,1984,Boeing-727222,105.0,0.0,0.0,100.0
7843,8459,Incident,1984-06-02,"FLUSHING, NY",United States,Incident,Minor,,Boeing,72731,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,66.0,VMC,Takeoff,Probable Cause,1984,Boeing-72731,66.0,0.0,0.0,100.0
7882,8502,Incident,1984-06-05,"PHILADELPHIA, PA",United States,Incident,,,Boeing,720025,No,4.0,Turbo Fan,,0.0,0.0,0.0,95.0,VMC,Takeoff,Probable Cause,1984,Boeing-720025,95.0,0.0,0.0,100.0
7933,8556,Accident,1984-06-09,"FRIENDSWOOD, TX",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1984,Boeing-A75N1,2.0,0.0,0.0,100.0
7953,8579,Incident,1984-06-11,"SAN FRANCISCO, CA",United States,Incident,Minor,,Boeing,747122,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,1984,Boeing-747122,4.0,0.0,0.0,100.0
8087,8722,Incident,1984-06-23,"CHICAGO, IL",United States,Incident,Minor,,Boeing,707323C,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,4.0,IMC,Approach,Probable Cause,1984,Boeing-707323C,4.0,0.0,0.0,100.0
8144,8782,Incident,1984-06-27,"PORTLAND, ME",United States,Incident,Minor,,Boeing,737130,No,2.0,Turbo Fan,SCHD,0.0,0.0,2.0,121.0,VMC,Descent,Probable Cause,1984,Boeing-737130,123.0,0.0,0.0,100.0
8218,8866,Incident,1984-07-03,"DENVER, CO",United States,Incident,Minor,,Boeing,72723,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,75.0,VMC,Landing,Probable Cause,1984,Boeing-72723,75.0,0.0,0.0,100.0
8291,8948,Incident,1984-07-09,"PORTLAND, OR",United States,Incident,,,Boeing,B737222,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,71.0,VMC,Climb,Probable Cause,1984,Boeing-B737222,71.0,0.0,0.0,100.0
8366,9031,Incident,1984-07-16,"MARIETTA, GA",United States,Incident,,,Boeing,Kc135A,No,4.0,Turbo Jet,,0.0,0.0,0.0,45.0,VMC,Cruise,Probable Cause,1984,Boeing-Kc135A,45.0,0.0,0.0,100.0
8367,9032,Incident,1984-07-16,"MARIETTA, GA",United States,Incident,,,Boeing,727225,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,45.0,VMC,Cruise,Probable Cause,1984,Boeing-727225,45.0,0.0,0.0,100.0
8368,9033,Incident,1984-07-16,"CHICAGO, IL",United States,Incident,Minor,,Boeing,727200,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,91.0,VMC,Takeoff,Probable Cause,1984,Boeing-727200,91.0,0.0,0.0,100.0
8445,9118,Accident,1984-07-22,"HUNTLEY, IL",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,1984,Boeing-A75N1,4.0,0.0,0.0,100.0
8472,9147,Incident,1984-07-25,"MINNEAPOLIS, MN",United States,Incident,,,Boeing,7272M7,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,127.0,VMC,Climb,Probable Cause,1984,Boeing-7272M7,127.0,0.0,0.0,100.0
8476,9151,Accident,1984-07-25,"WICHITA FALLS, TX",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,1.0,1.0,0.0,VMC,Climb,Probable Cause,1984,Boeing-A75N1,2.0,0.0,50.0,50.0
8483,9158,Incident,1984-07-26,"BUFFALO, NY",United States,Incident,Minor,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,105.0,VMC,Approach,Probable Cause,1984,Boeing-727232,105.0,0.0,0.0,100.0
8663,9353,Accident,1984-08-11,"CUMMING, GA",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,2.0,0.0,VMC,Takeoff,Probable Cause,1984,Boeing-A75N1,2.0,0.0,0.0,100.0
8781,9483,Accident,1984-08-22,"ORLANDO, FL",United States,Non-Fatal,Minor,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,4.0,VMC,Taxi,Probable Cause,1984,Boeing-A75N1,4.0,0.0,0.0,100.0
8873,9581,Incident,1984-08-29,"MADISON, WI",United States,Incident,,,Boeing,737291,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,108.0,VMC,Takeoff,Probable Cause,1984,Boeing-737291,108.0,0.0,0.0,100.0
8890,9598,Accident,1984-08-30,"KALISPELL, MT",United States,Fatal(1),Substantial,,Boeing,Stearman E75,No,1.0,Reciprocating,UNK,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1984,Boeing-Stearman E75,1.0,100.0,0.0,0.0
8941,9652,Incident,1984-09-03,"WASHINGTON, DC",United States,Incident,Minor,,Boeing,72722,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,81.0,VMC,Standing,Probable Cause,1984,Boeing-72722,81.0,0.0,0.0,100.0
9191,9921,Incident,1984-09-29,"SEATTLE, WA",United States,Incident,Minor,,Boeing,747200B,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,172.0,VMC,Climb,Probable Cause,1984,Boeing-747200B,172.0,0.0,0.0,100.0
9205,9936,Incident,1984-09-30,"AKRON, OH",United States,Incident,,,Boeing,Vc137Bbn,No,4.0,Turbo Fan,,0.0,0.0,0.0,47.0,IMC,Climb,Probable Cause,1984,Boeing-Vc137Bbn,47.0,0.0,0.0,100.0
9339,10078,Incident,1984-10-17,"LAS VEGAS, NV",United States,Incident,,,Boeing,727227,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,30.0,VMC,Climb,Probable Cause,1984,Boeing-727227,30.0,0.0,0.0,100.0
9346,10085,Incident,1984-10-18,"SEATTLE, WA",United States,Incident,,,Boeing,Vc137Bbn,No,4.0,Turbo Fan,,0.0,0.0,0.0,50.0,VMC,Approach,Probable Cause,1984,Boeing-Vc137Bbn,50.0,0.0,0.0,100.0
9448,10192,Incident,1984-11-01,"LOS ANGELES, CA",United States,Incident,Minor,,Boeing,747131,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,365.0,VMC,Taxi,Probable Cause,1984,Boeing-747131,365.0,0.0,0.0,100.0
9477,10224,Accident,1984-11-05,"ELY, NV",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1984,Boeing-A75N1,1.0,0.0,0.0,100.0
9512,10259,Accident,1984-11-10,"RUSTBURGH, VA",United States,Non-Fatal,Substantial,,Boeing,75,No,1.0,Reciprocating,UNK,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1984,Boeing-75,1.0,0.0,0.0,100.0
9553,10301,Accident,1984-11-16,"HONOLULU, HI",United States,Non-Fatal,Substantial,,Boeing,747122,No,4.0,Turbo Fan,SCHD,0.0,2.0,38.0,371.0,VMC,Takeoff,Probable Cause,1984,Boeing-747122,411.0,0.0,0.4866180048661801,99.51338199513384
9666,10417,Incident,1984-12-04,"ATLANTA, GA",United States,Incident,Minor,,Boeing,727251,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,99.0,VMC,Cruise,Probable Cause,1984,Boeing-727251,99.0,0.0,0.0,100.0
9769,10526,Incident,1984-12-20,"NEW ORLEANS, LA",United States,Incident,,,Boeing,747200,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,365.0,VMC,Approach,Probable Cause,1984,Boeing-747200,365.0,0.0,0.0,100.0
9852,10615,Accident,1985-01-01,"LA PAZ, Bolivia",Bolivia,Fatal(29),Destroyed,,Boeing,727225,No,3.0,Turbo Fan,SCHD,29.0,0.0,0.0,0.0,UNK,,Foreign,1985,Boeing-727225,29.0,100.0,0.0,0.0
9940,10706,Incident,1985-01-17,"FLUSHING, NY",United States,Incident,Minor,,Boeing,727224,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,86.0,IMC,Takeoff,Probable Cause,1985,Boeing-727224,86.0,0.0,0.0,100.0
9967,10734,Incident,1985-01-23,"STEAMBOAT SPRIN, CO",United States,Incident,,,Boeing,737291,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,107.0,VMC,Descent,Probable Cause,1985,Boeing-737291,107.0,0.0,0.0,100.0
9985,10752,Incident,1985-01-26,"ST. PAUL, MN",United States,Incident,Minor,,Boeing,72751,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,61.0,IMC,Approach,Probable Cause,1985,Boeing-72751,61.0,0.0,0.0,100.0
10141,10910,Accident,1985-02-19,"HOLMWOOD, LA",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,1.0,0.0,IMC,Cruise,Probable Cause,1985,Boeing-A75N1,1.0,0.0,0.0,100.0
10143,10913,Accident,1985-02-19,"SAN FRANCISCO, CA",United States,Non-Fatal,Substantial,,Boeing,747 Sp09,No,4.0,Turbo Fan,SCHD,0.0,2.0,0.0,271.0,IMC,Cruise,Probable Cause,1985,Boeing-747 Sp09,273.0,0.0,0.7326007326007326,99.26739926739927
10243,11022,Accident,1985-03-05,"BLYTHE, CA",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1985,Boeing-B75N1,1.0,0.0,0.0,100.0
10376,11161,Accident,1985-03-22,"MARSTON MILLS, MA",United States,Non-Fatal,Substantial,,Boeing,Jb75,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1985,Boeing-Jb75,2.0,0.0,0.0,100.0
10393,11179,Incident,1985-03-24,"CHATTAN00GR, TN",United States,Incident,,,Boeing,727100,No,3.0,Turbo Jet,NSCH,0.0,0.0,1.0,130.0,VMC,Cruise,Probable Cause,1985,Boeing-727100,131.0,0.0,0.0,100.0
10420,11207,Incident,1985-03-29,"MEXICO CITY, Mexico",Mexico,Incident,Minor,,Boeing,727200B,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,152.0,VMC,Takeoff,Probable Cause,1985,Boeing-727200B,152.0,0.0,0.0,100.0
10519,11313,Incident,1985-04-12,"CHANTILLY, VA",United States,Incident,Minor,,Boeing,737217,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,107.0,VMC,Taxi,Probable Cause,1985,Boeing-737217,107.0,0.0,0.0,100.0
10550,11347,Incident,1985-04-16,"LAS CRUCES, NM",United States,Incident,Minor,,Boeing,727227,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,89.0,VMC,Cruise,Probable Cause,1985,Boeing-727227,89.0,0.0,0.0,100.0
10551,11348,Incident,1985-04-16,"WASHINGTON, DC",United States,Incident,Minor,,Boeing,727200,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,129.0,VMC,Landing,Probable Cause,1985,Boeing-727200,129.0,0.0,0.0,100.0
10631,11433,Accident,1985-04-23,"LITTLE ROCK, AR",United States,Non-Fatal,,,Boeing,727223,No,3.0,Turbo Jet,SCHD,0.0,1.0,1.0,3.0,UNK,Cruise,Probable Cause,1985,Boeing-727223,5.0,0.0,20.0,80.0
10643,11445,Incident,1985-04-25,"DETROIT, MI",United States,Incident,,,Boeing,747123,No,4.0,Turbo Fan,NSCH,0.0,0.0,42.0,439.0,VMC,Standing,Probable Cause,1985,Boeing-747123,481.0,0.0,0.0,100.0
10669,11474,Accident,1985-04-27,"AURORA, CO",United States,Non-Fatal,Substantial,,Boeing,Pt 17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1985,Boeing-Pt 17,2.0,0.0,0.0,100.0
10682,11489,Accident,1985-04-28,"AMARILLO, TX",United States,Non-Fatal,Substantial,,Boeing,737300,No,2.0,Turbo Fan,NSCH,0.0,0.0,1.0,132.0,IMC,Landing,Probable Cause,1985,Boeing-737300,133.0,0.0,0.0,100.0
10804,11614,Incident,1985-05-11,"D/FW AIRPORT, TX",United States,Incident,Minor,,Boeing,B767232,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,53.0,VMC,Takeoff,Probable Cause,1985,Boeing-B767232,53.0,0.0,0.0,100.0
10884,11696,Accident,1985-05-19,"GRAND JUNCTION, CO",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1985,Boeing-A75N1,1.0,0.0,0.0,100.0
10945,11763,Accident,1985-05-26,"TEA, SD",United States,Non-Fatal,Substantial,,Boeing,A75,No,1.0,Reciprocating,,0.0,2.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1985,Boeing-A75,2.0,0.0,100.0,0.0
10949,11767,Incident,1985-05-27,"CHICAGO, IL",United States,Incident,Minor,,Boeing,727023,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,121.0,VMC,Approach,Probable Cause,1985,Boeing-727023,121.0,0.0,0.0,100.0
11131,11959,Accident,1985-06-16,"VERO BEACH, FL",United States,Non-Fatal,,,Boeing,B737201,No,2.0,Turbo Jet,SCHD,0.0,1.0,1.0,43.0,VMC,Cruise,Probable Cause,1985,Boeing-B737201,45.0,0.0,2.2222222222222223,97.77777777777777
11144,11972,Accident,1985-06-16,"DECKERVILLE, MI",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,1985,Boeing-A75N1,2.0,0.0,0.0,100.0
11205,12039,Accident,1985-06-23,"SOUTH HAVEN, MI",United States,Non-Fatal,,,Boeing,727,No,3.0,Turbo Fan,SCHD,0.0,2.0,2.0,71.0,VMC,Descent,Probable Cause,1985,Boeing-727,75.0,0.0,2.666666666666667,97.33333333333334
11250,12086,Incident,1985-06-27,"LOS ANGELES, CA",United States,Incident,Minor,,Boeing,737247,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,96.0,VMC,Cruise,Probable Cause,1985,Boeing-737247,96.0,0.0,0.0,100.0
11415,12264,Accident,1985-07-13,"EARLE, AR",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,1985,Boeing-A75N1,2.0,0.0,0.0,100.0
11630,12498,Accident,1985-07-30,"DELAVAN, WI",United States,Non-Fatal,Substantial,,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,1985,Boeing-E75,1.0,0.0,0.0,100.0
11703,12577,Accident,1985-08-07,"FAIRFIELD, IA",United States,Non-Fatal,Substantial,,Boeing,E75,No,1.0,Reciprocating,UNK,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1985,Boeing-E75,1.0,0.0,0.0,100.0
11743,12619,Incident,1985-08-11,"RICHMOND, VA",United States,Incident,Minor,,Boeing,727225,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,78.0,VMC,Cruise,Probable Cause,1985,Boeing-727225,78.0,0.0,0.0,100.0
11930,12819,Incident,1985-08-29,"CHARLESTON, SC",United States,Incident,,,Boeing,727225,No,3.0,Turbo Fan,SCHD,0.0,0.0,7.0,118.0,IMC,Cruise,Probable Cause,1985,Boeing-727225,125.0,0.0,0.0,100.0
12087,12990,Incident,1985-09-15,"JAMAICA, NY",United States,Incident,Minor,,Boeing,747130,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,507.0,VMC,Landing,Probable Cause,1985,Boeing-747130,507.0,0.0,0.0,100.0
12185,13092,Accident,1985-09-25,"UNALASKA, AK",United States,Non-Fatal,Substantial,,Boeing,7372X6C,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,20.0,VMC,Approach,Probable Cause,1985,Boeing-7372X6C,21.0,0.0,0.0,100.0
12205,13113,Incident,1985-09-29,"DENVER, CO",United States,Incident,Minor,,Boeing,727100,No,3.0,Turbo Fan,NSCH,0.0,0.0,0.0,71.0,VMC,Approach,Probable Cause,1985,Boeing-727100,71.0,0.0,0.0,100.0
12319,13237,Accident,1985-10-13,"SCHELLVILLE, CA",United States,Fatal(1),Destroyed,,Boeing,A75N1,No,1.0,Reciprocating,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,1985,Boeing-A75N1,1.0,100.0,0.0,0.0
12387,13309,Incident,1985-10-24,"FLUSHING, NY",United States,Incident,,,Boeing,B767,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,421.0,VMC,Taxi,Probable Cause,1985,Boeing-B767,421.0,0.0,0.0,100.0
12389,13311,Incident,1985-10-24,"OAKLAND, CA",United States,Incident,Minor,,Boeing,727200,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,90.0,IMC,Taxi,Probable Cause,1985,Boeing-727200,90.0,0.0,0.0,100.0
12459,13386,Accident,1985-11-03,"CHARLESTON, WV",United States,Non-Fatal,,,Boeing,737,No,2.0,Turbo Jet,SCHD,0.0,1.0,1.0,58.0,VMC,Climb,Probable Cause,1985,Boeing-737,60.0,0.0,1.6666666666666667,98.33333333333331
12483,13412,Accident,1985-11-07,"BELLEVUE, NE",United States,Non-Fatal,Substantial,,Boeing,72723,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,71.0,VMC,Approach,Probable Cause,1985,Boeing-72723,71.0,0.0,0.0,100.0
12571,13512,Incident,1985-11-26,"CASPER, WY",United States,Incident,Minor,,Boeing,727100,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,111.0,VMC,Standing,Probable Cause,1985,Boeing-727100,111.0,0.0,0.0,100.0
12584,13525,Incident,1985-11-28,"GLEN ELLYN, IL",United States,Incident,Minor,,Boeing,747251F,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,3.0,IMC,Climb,Probable Cause,1985,Boeing-747251F,3.0,0.0,0.0,100.0
12682,13627,Accident,1985-12-15,"BOSTON, MA",United States,Non-Fatal,Substantial,,Boeing,747136,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,269.0,VMC,Approach,Probable Cause,1985,Boeing-747136,269.0,0.0,0.0,100.0
12732,13679,Incident,1985-12-28,"FORT LAUDERDALE, FL",United States,Incident,Minor,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,131.0,VMC,Takeoff,Probable Cause,1985,Boeing-727232,131.0,0.0,0.0,100.0
12775,13723,Incident,1986-01-03,"DALLAS, TX",United States,Incident,Minor,,Boeing,7372H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,44.0,VMC,Takeoff,Probable Cause,1986,Boeing-7372H4,44.0,0.0,0.0,100.0
12806,13754,Incident,1986-01-09,"MEMPHIS, TN",United States,Incident,Minor,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,38.0,VMC,Landing,Probable Cause,1986,Boeing-727232,38.0,0.0,0.0,100.0
12857,13805,Accident,1986-01-17,"LOUDON COUNTY, VA",United States,Non-Fatal,Substantial,,Boeing,727225,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,131.0,VMC,Approach,Probable Cause,1986,Boeing-727225,131.0,0.0,0.0,100.0
12864,13812,Accident,1986-01-18,"YUKON, OK",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1986,Boeing-A75N1,2.0,0.0,0.0,100.0
12868,13816,Accident,1986-01-19,"LAS VEGAS, NV",United States,Non-Fatal,,,Boeing,727214,No,3.0,Turbo Fan,NSCH,0.0,1.0,7.0,138.0,VMC,Climb,Probable Cause,1986,Boeing-727214,146.0,0.0,0.6849315068493149,99.31506849315069
12916,13866,Incident,1986-01-27,"MIAMI, FL",United States,Incident,,,Boeing,747123,No,4.0,Turbo Fan,SCHD,0.0,0.0,16.0,224.0,VMC,Takeoff,Probable Cause,1986,Boeing-747123,240.0,0.0,0.0,100.0
12959,13915,Incident,1986-02-05,"NEW YORK, NY",United States,Incident,Minor,,Boeing,727225,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,8.0,VMC,Standing,Probable Cause,1986,Boeing-727225,8.0,0.0,0.0,100.0
12963,13919,Incident,1986-02-06,"CHICAGO, IL",United States,Incident,Minor,,Boeing,72722,No,3.0,Turbo Jet,SCHD,0.0,0.0,1.0,51.0,VMC,Descent,Probable Cause,1986,Boeing-72722,52.0,0.0,0.0,100.0
12972,13928,Incident,1986-02-08,"HARLINGEN, TX",United States,Incident,Minor,,Boeing,727223,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,134.0,IMC,Approach,Probable Cause,1986,Boeing-727223,134.0,0.0,0.0,100.0
13041,14000,Accident,1986-02-20,"DENVER, CO",United States,Non-Fatal,Substantial,,Boeing,737300,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,111.0,VMC,Takeoff,Probable Cause,1986,Boeing-737300,111.0,0.0,0.0,100.0
13120,14083,Accident,1986-03-03,"HONOLULU, HI",United States,Non-Fatal,,,Boeing,747122,No,4.0,Turbo Fan,SCHD,0.0,2.0,7.0,331.0,VMC,Cruise,Probable Cause,1986,Boeing-747122,340.0,0.0,0.5882352941176471,99.41176470588236
